,CRC,adenoma,NAFLD,CD,IGT,T2D,ACVD,LC,RA,T1D,VKH,SPA,ME_CFS,melanoma,NSCLC,RCC
Clostridium scindens 2,0.0014111951284378416,0.0003063720473565901,0.00030600866873748854,0.0002577537383678754,0.001985409089082841,0.00035085567778118563,0.0050310843444793555,0.0007772750987270374,0.0007278012502448542,-0.0001223460144927537,0.0001722115394032921,-0.0003832815351305266,0.0009720243583185257,0.0037109660075285464,0.00016426848710217424,0.0007866103706885619
Clostridium sp. 26_22,-0.0001361825424207279,-0.00010402762857310302,8.949064511631918e-05,0.0,0.00022553876405442184,0.00036331321377374684,0.00017676631219846968,-5.815946299485602e-05,0.00021964623250607873,-0.0002758991712634199,-0.00020597102783295163,0.00013995576552769005,0.0,6.675739142431932e-05,-0.000163764158698869,0.0002750416462626836
Clostridium sp. 2789STDY5608793,-0.0008190989888042935,-0.002479427958166543,-0.001098030037828135,-0.0005401749498835589,-0.0005810302695981849,-0.00039108458099281206,-0.0003788633367533611,-0.0002523231485900598,0.0007267153312997275,-0.003233773836327362,0.00016219396291762905,-0.0012804257410426042,-0.0020402680528501063,-0.002150495511963471,-0.0017594422074838406,0.00015485493735010702
Clostridium sp. 2789STDY5608831,0.00024555282301317547,-0.0001471736065461732,0.0004310280895112696,-0.00014984584404226662,0.0006460015250757822,-0.0010162729843190398,-0.00017130795311791312,0.0002628648307563202,-0.0007025629788076163,0.000719073536030863,-0.0005502028212179644,-0.000714550257043043,-0.000316837497127817,0.0004845913589371411,-0.00011637419664204131,-0.0008312636689614165
Clostridium sp. 2789STDY5608884,-0.0005504887556248266,0.000352707773949863,-0.0011689337066956417,-0.00034892381135750777,-0.0002630159349725583,-0.00038003848384188157,-0.00022687888943489785,-0.0012591164592252026,0.0006766939906134417,0.0007232165589692704,-0.0002913876777105456,-0.0004071700536383536,0.00016899674424892468,-0.0011571589329474037,-0.00045013182979656256,-0.00045897715153576154
Clostridium sp. 2789STDY5834874 & sp. 2789STDY5608885,-0.0012963060176175898,-0.0010278079357927995,-0.0031787859625119477,-0.005442899705070721,-0.0004732606107378533,-0.008826927329587482,-0.0033532170994050483,-0.0014206072372427673,0.0007165454120247773,0.0017007995334131266,-0.006947566554779069,-0.0010646338703710055,-0.0008249752357932382,-0.0009067216887331697,-0.0007053844863039194,-0.00039354625698207244
Clostridium sp. 2789STDY5834920,9.974053074421186e-05,-8.335288204106967e-05,8.481739830173552e-05,0.0,0.0025163100441866013,0.00013855751642794786,1.5336467766846037e-05,-5.425129180539653e-05,-3.0488077306323544e-05,-0.0001687247313052214,0.0,-4.689025019199946e-05,0.0,0.0,0.00013853367212814758,0.00025902609773717733
Clostridium sp. 2789STDY5834924,-0.005046265818726985,-0.00451125926380018,-0.008013059001760149,-0.004258553888680794,-0.00252589661666859,-0.0009136174638453914,-0.0009476240382846621,-0.0005066970043927149,0.0005468434672339108,-0.0020914967179088985,-0.00020196273448675763,-0.00022832668700421209,-0.0024721920896664355,-0.0035234458501664538,0.0009923819653656625,0.000461811405920341
Clostridium sp. 27_14,-9.817994948432506e-05,0.0009090176463939417,7.52628891421165e-05,0.0,-3.1377176361211816e-05,-0.0003107847474471025,0.0002669271879219916,-0.0001458510423728089,0.00011503851702220458,-0.0004200178692920611,-0.0002442147102682694,6.638852800346905e-05,-0.00014630782682809978,-9.688468574847302e-05,-0.00012744348353153594,0.00014305765488399337
Clostridium sp. 28_12 & CAG:356,-0.0001242503424298943,0.00011808521827602344,-0.00010142689130333684,-4.287915309192862e-05,-0.00029015827843234944,-0.00010545021805422405,0.000128402968575947,-3.578872317718069e-05,4.809769257641931e-05,-5.358756800155662e-05,-0.00027698686337807407,-9.975910292385107e-05,-0.00031036151164873764,-0.00033352673508651374,-0.0001977360634313319,-0.00023768163880847278
Clostridium sp. 28_17 & CAG:470,-0.00021068019368710524,0.0,5.3500357879090104e-05,0.0,-0.0003358408268985897,5.405834667905268e-05,-2.457466589366186e-05,4.802166451345815e-05,-7.687543011045886e-05,-8.464849791589731e-05,5.965522504826977e-05,-9.62772689988126e-06,0.00027890220111114074,0.0,4.8516934857731925e-05,3.452291426502131e-05
Clostridium sp. 29_15 & CAG:265,-0.0004311709618509427,-0.002795666847860563,-0.000684580030859945,-0.00014647679500124727,0.0001862153179881696,-0.0010198825270522874,-0.00010524812728871122,-0.00031866595464894164,0.0006705783047674175,-0.0003552028885910987,-0.00010783365424275534,-0.00015485550149433512,-0.00021017410813767306,-0.00021812813559393728,-0.00016499489604865207,-0.00026845139570067715
Clostridium sp. 42_12 & CAG:75,-0.00242274734601915,-0.0015163326798457168,0.00032952617065656946,-0.0006541419232347,0.0019032320750730074,-0.0002863141965516735,-0.00037105461975979974,-0.0007605457155227611,0.0005899120255944671,0.0009839721215568378,-0.0001949184747296129,-0.0019448773560598867,0.0026507292001280757,-0.0003689532542760623,0.0007091090320420217,0.00038164542089015184
Clostridium sp. 44_14 & CAG:277,7.29412195487914e-05,0.0001205958645611501,-0.00023832568170232968,0.0,0.0,-0.00011505551932165042,8.663906037702224e-05,-3.084637302954611e-05,0.0004553581204881539,0.0,0.00017117612792066358,8.809716991137412e-05,-3.732498669841576e-05,4.2500142966734395e-05,-1.8359078389868078e-05,4.6165222104748285e-05
Clostridium sp. 7_2_43FAA,-4.729247037453768e-05,-6.877997851793767e-05,-8.728624811516043e-05,0.0,-3.784019634683896e-05,-3.284029112816115e-05,-4.581851937388318e-05,0.0001231142842849099,4.5285460688544595e-05,0.0,0.0,0.0,-0.00010298819444444451,9.636063680283821e-05,-0.00010124839884831515,-2.4776176659714663e-05
Clostridium sp. AT4,0.00043735441094134154,-0.0006165898629460736,0.0016394086782437931,-0.0010784801734381455,-4.831587948665896e-05,0.0004025950904864654,-0.0002838019669186996,-0.0009514698337844627,0.0004164762118958318,-0.0012021716097199743,-0.00036940693917897143,0.0007842000496641069,0.0020119546841599317,0.000153818858369724,-0.0007944928181071833,-0.0005736721719018706
Clostridium sp. CAG:1000,2.5140323116771898e-05,0.0,0.0,0.0,0.0,6.081333794328837e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium sp. CAG:1013,1.3017791711011771e-05,0.0,0.0,0.0,7.421912315981915e-05,2.0243181272283316e-05,1.9111476733374268e-05,2.0315771088598284e-05,5.600405922066079e-05,0.0,0.0,0.0,0.0,0.0,8.628115951433892e-05,0.0
Clostridium sp. CAG:1024,-1.7585373664920476e-05,-1.7355324428094892e-05,0.0,0.0,3.736497668287354e-05,-2.5952644147484997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4308123249109988e-05,4.8898077653476556e-05
Clostridium sp. CAG:1193,-8.325221431311576e-06,0.0,0.0,0.0,0.0,3.951206843902895e-05,0.0,0.0,1.4707426683487965e-05,0.0,-3.663992640231163e-05,0.0,0.0,0.0,-1.5289209236650875e-05,6.051461249013618e-05
Clostridium sp. CAG:1219,5.070561938907969e-05,0.0,-2.471248870388967e-05,0.0,0.0,0.0,-1.3097435791122676e-05,0.0,0.0,0.0,-4.405962990190513e-05,0.0,9.716641267799193e-05,0.0,-2.560967565506928e-05,0.0
Clostridium sp. CAG:127,-0.0007776772852093702,-0.000669787063166704,-0.0033408211694024585,-0.0022697659458345964,0.00010946841801067695,-0.0010126783887010387,-0.0003397434525927915,-0.0007932841670307961,-0.0006228485182847752,-9.819037492123499e-05,0.00035595307221556355,-0.0006296513018143417,0.0006725656300032859,-0.005123313647891906,-0.0004934360536758657,-0.0009264472898374541
Clostridium sp. CAG:138,0.0011352490212404617,0.00027437001598502647,-0.0028131818901222473,-0.00046970770024928085,0.0006743207249333878,0.00025738303566985723,-0.0002874618319068847,-0.0012199393373942581,-0.0003406089741717304,-0.0012667827909121083,-0.0003388992465319445,0.00021230832202107119,-0.0003392367224816784,0.00022088902534248965,0.0004951883222017519,0.001074296538300831
Clostridium sp. CAG:167,-0.00020632405631790121,-0.004183498435947543,-0.0005631466756724607,0.0,0.0003255821734009963,-0.0005737991172250252,-0.0012070559935943104,-0.0005342959309778773,-0.00232882558218357,-0.0002758023486270882,-0.00021480496712079615,-0.0009750423326110515,0.00041007644564885066,-0.0003390697968172532,-0.00022626118651528196,0.00030613245569117916
Clostridium sp. CAG:169,0.0024331526117923967,-0.0006097442893080161,0.006485928499095463,-0.0015444676365458524,0.000707091842006971,-0.0003320579837642218,-0.0004908055247104271,-0.0005036583934937864,-0.0003020306657312264,-0.00023977972152787168,-0.0005829237585842287,-0.003179244524981297,0.001472140164008308,0.006943514316369106,-0.00032003129485597246,-0.0008397201895131433
Clostridium sp. CAG:217,-0.0011647337851182504,-0.001843315514136923,-0.0006114987400465125,-0.0013356555048834793,0.0008112610439449123,-0.0007240629169322898,0.0002750013207675779,-0.00175355096132052,-0.0002686031993770434,-0.002248900726856536,0.00017286520802499653,-0.0021305278180939885,-0.0018354182649966324,-0.001525863921309555,-0.0002898913886234635,-0.0012369982867024083
Clostridium sp. CAG:221,-0.00041994832034194564,-0.004344777664269058,0.0002514919440389327,-0.0016169360439364743,0.00010856652962899922,-0.00048719444860412773,-0.001097657880001081,-0.001202490570115849,0.00453834580964308,-0.00019032407847051382,-0.0005745599084070309,-0.00021599175237064564,-0.0003214998235261066,0.0,0.00011365794408259358,-0.00041725118705654435
Clostridium sp. CAG:230,-0.00043280447813847197,-0.0049174932093927854,-0.0006384260522728283,-0.00038908792415215767,0.0002198036997768778,0.00031431718836641155,0.0007120761224026612,-0.00014725583035597013,-0.0002447218606309745,-0.0003782653937249945,0.0002097172590445981,-0.0028327607357156014,0.0001382897314741976,-0.0010135074947703895,-0.000170821204431695,-0.00023128947029143608
Clostridium sp. CAG:245,-0.0015979208034944418,-0.0004507279900954809,-0.0003750424409653004,0.0,-0.00023084076069570711,0.0005135433365551755,-0.0001731380489840319,0.00014242268823918395,-0.00030522881795715486,-0.00020263835130359827,-0.0007165279763381925,0.00022002053536860464,-0.0009623901071776843,-0.0007852275865854566,-0.00035588321914543236,-0.0002879181873925817
Clostridium sp. CAG:253,-0.00030756692582106966,-0.0010177723053901484,-0.0004996564072335417,0.0,0.00023002725377486107,-0.0010085445611198011,-8.417986567554252e-05,-0.00011897469885817554,0.00013683000781425302,0.0004195776131667659,-8.123847909195054e-05,-0.00017852437806649068,-4.793497076023395e-05,0.0,-0.00021663862136880025,0.00041917933609557725
Clostridium sp. CAG:269,-0.000781710634828848,-0.0006120063209504275,-0.00020169149287596933,-0.00016123671757921844,0.0006060523333919791,-0.00037690328018810654,-0.0002607740630865419,-0.00022804334009382085,-0.00024210110666883993,-0.0008537853231528748,-0.0010573612294368726,-0.00014917595155589447,0.00017222491298323495,-0.0002072497704315885,0.0011957037853845276,-0.00029367468605756813
Clostridium sp. CAG:273,-0.00020007263096141092,0.00017007866979609605,-0.00029292731864750845,-0.00015636084235716235,0.0003229088201490525,-0.0003219591969058311,-0.00018290222344828782,-0.00025919782158158756,-0.0004912634664073438,0.00017269653048181718,-2.5092840445450945e-05,-0.0003455331535676958,0.00010081326986328547,-4.0056574539389714e-05,0.0003917113756375495,-0.0002907002673645071
Clostridium sp. CAG:288,-0.00013543316627973961,-0.00033376191825569063,-0.00011011937598276458,0.0,-7.827244493920944e-05,-0.0001248620340152374,-5.013232914048613e-05,-7.345652800016908e-05,-4.1709520138304474e-05,0.0009067266362359748,-0.0010531954427105822,0.0,9.531756186749735e-05,0.0,-4.3503337102568895e-05,0.00015186228238441504
Clostridium sp. CAG:299,-0.0007254861120060561,-0.00045491789134580467,0.00038771554338024576,0.00039812777631018044,-0.0007058343912736059,0.0003816205608627805,0.0009515063154248196,-0.0004274214820662357,0.0012808699593745557,-0.0002011958628358901,0.0003266611308606751,0.0006370686615113811,-0.00030619332845306885,-0.000320381740452175,-0.0005201765182002837,-0.0005854169634866599
Clostridium sp. CAG:302,-0.000171392201510884,-0.001060379235065351,-0.0006823269400380871,-8.169410549041662e-05,-0.0008173349917474147,0.0001614718158986632,-0.00021606864879452486,-0.00039333821846552786,0.0007949923176981461,0.00027689434886896114,-0.0004698604141093223,-0.0010395537934111342,0.0002458563232261648,-0.00027171210823213925,-0.0007488220131253114,-0.00029796777675764356
Clostridium sp. CAG:307,-0.0002525398434423473,0.0,3.365488690804724e-05,0.0,3.716722490195068e-05,-5.436996497639721e-05,-0.00010845642718654043,-5.5131373709549686e-05,2.6180074196821772e-05,3.5762576139466526e-05,0.0,0.0,8.876020892687573e-05,0.0,5.4590750671833895e-05,0.00031327442661430253
Clostridium sp. CAG:343,-0.0001321763694493198,6.620156601703161e-05,0.0027056664410460385,0.0,0.00033417338584491917,0.0002458302100018184,7.631183787185406e-05,0.00016174682445910075,0.00028879990785031284,0.0002685026518319791,-9.674417163900967e-05,6.899645736802613e-05,0.00014135206975698914,-9.039830119375574e-05,0.00018437840732738226,7.848668641301629e-05
Clostridium sp. CAG:349,0.00028939403348213536,-0.0007125296153699905,-0.00272464895703773,5.16466268095913e-05,-0.00026343745821376185,-0.00020218672604509758,-0.00014973554874770094,-0.0005310748417778458,-0.0020853539104541464,-0.0028989359478888946,-0.000103305874247131,-0.0014856427605412672,-0.00036077646863533235,-0.0006699940963156271,-4.803433757596797e-05,0.0005570560863172234
Clostridium sp. CAG:352 / Ruminicoccus sp. 2789STDY5834969 & sp. 2789STDY5608859,7.406141054058163e-05,0.0006343244709625786,0.00012902067387026873,0.0,0.00021261231474187345,0.0003635595576338784,-0.00020472616831859915,0.00018770448935104514,0.00017154293352907385,7.365160735869427e-05,8.004007102316546e-05,5.58506383314393e-05,0.0003935446120095062,0.0,0.00022206138525487752,0.00016626205077607361
Clostridium sp. CAG:354_28_25,-0.00033167204120050197,0.00014859197601508708,-0.000539743970745954,0.0,-9.85540122481995e-05,-0.00013418448063271473,-0.00011005322005221454,4.2180996575477095e-05,-7.608016801490722e-05,0.00023122479818787266,-4.589814075828302e-05,-5.615345298704852e-05,0.0006271863986926189,0.0,0.00010796024950985454,9.700878294444408e-05
Clostridium sp. CAG:389,-0.00019901081287297095,-0.00014379869290107158,-6.325829754625015e-05,-7.193168535901794e-05,-0.0001871987796456191,0.00035061568931696465,0.0006494210598853103,3.450670466124443e-05,0.00014097837828444288,-0.00010001204322665399,-9.981437119354597e-05,-0.00021941608823440706,-7.666953384791295e-05,-7.052017712215736e-05,-2.708141139808924e-05,-0.0001407224349229228
Clostridium sp. CAG:411,-1.7689992206626454e-05,0.0,0.0,0.0,0.00013521739419838376,9.564881179952644e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.804444444444435e-05,0.0,2.121165745391404e-05,0.0
Clostridium sp. CAG:413,-2.5506964830870254e-05,2.9324520754007938e-05,1.7716490015064337e-05,0.0,0.0,5.279914270016714e-05,6.835860455545356e-06,-8.583970361375791e-06,-5.649534133969055e-05,0.0,2.7383728462235996e-05,0.0,0.0,0.0,0.0,4.221638312215373e-05
Clostridium sp. CAG:417,-5.326315963518303e-05,-0.00020996146852705685,0.00011907612401872233,0.0,0.0002717628069862997,0.00014572788528138426,6.344732236715751e-05,-0.00018037329063809034,0.00021350235366631674,8.452571697178615e-05,0.00013032280000483816,-0.00025127159857726063,0.0001411172928142169,-0.00012962863266262223,-5.180639518955949e-05,-0.00046575754582551426
Clostridium sp. CAG:43,0.001268402267453562,-0.0024736448942498284,-0.0029215268735414365,-0.007562147246751048,-0.0010758591243052037,0.0008598989132880405,0.0011912382995330087,-0.0013136330760180914,0.0021479316108601485,-0.002928799036696484,0.001257058701000781,-0.00100268842412337,-0.0015915164055907666,-0.0019606579224076344,-0.005398230725919777,-0.00046236324166367955
Clostridium sp. CAG:433,-0.0013359232948770465,-0.0001510029592693523,-0.0002757963114682282,-2.1962980657117154e-05,0.0011005583762117967,0.00022879551457734396,-9.40956459966737e-05,-0.0002746534760305644,0.0001850191331373881,0.00023292748296939824,-5.4781937971810664e-05,-0.00010983044960281813,-0.00013729242065777357,0.00010713394096776205,0.0002783199983839487,-0.00019533481937037564
Clostridium sp. CAG:440,-0.00016742608006113516,-0.0004943317381115687,-0.00130499777811417,-5.0271598142312936e-05,7.199492702659991e-05,0.00023521222030341074,7.472194057354593e-05,8.894573481864014e-05,-0.0003207271886667874,-0.00034255602761624484,-0.00031779841439051604,-0.0002522323085153954,-0.00014590915121151022,-0.00033071043143436047,-0.0001888540434021978,0.0001273277445792642
Clostridium sp. CAG:448,6.632514012780537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4057297083519564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium sp. CAG:451,-0.00011187492707843124,-4.1985965178708514e-05,5.330233095870264e-05,0.0,-0.00026363767603070786,-0.00012701232423240083,0.00010367273176436287,0.0,-7.59919468815301e-05,0.0002263826203084248,-0.00014192649502831075,-8.622344831372836e-05,-0.00013818926565878015,0.0,-6.922519292820152e-05,-5.618920887668239e-05
Clostridium sp. CAG:452,5.010701197435881e-05,4.256462493428887e-05,-1.2566879965634706e-05,0.0,-0.00010434381546117672,6.932571503802856e-05,-1.6438902961286174e-05,-1.0809751046635949e-05,-7.086573414539173e-05,0.00011492464818315515,0.0,4.671971503059891e-05,-9.058950617283963e-05,0.0,-0.00014954893293805857,-0.000168054525853922
Clostridium sp. CAG:465,-3.123359506094896e-05,0.0,5.627692766668423e-05,0.0,7.967220291958351e-05,4.7507821353132566e-05,0.0,0.0,1.5082426761194619e-05,0.0,0.0,0.0,-8.049203439507511e-05,-7.955711615270434e-05,0.00011374269858482928,0.0
Clostridium sp. CAG:508,-5.070733874899162e-05,-4.680762148940682e-05,4.5184683076135416e-05,0.0,0.0005427308668675009,0.0001457634174675309,-2.6313475955426378e-05,4.0541271762024346e-05,-6.655297866123394e-05,-8.232478590131997e-05,0.0,-1.7369931871190092e-05,-7.89282149935331e-05,0.0,-8.752490417242906e-05,-7.163264031742766e-05
Clostridium sp. CAG:510,-6.037037513759116e-05,-0.00011646982491386822,1.2186463645519575e-05,-5.887046060607032e-05,0.0,-5.4668116598134494e-05,-3.640236104688028e-05,-7.679815835207873e-05,-0.0001193005706374228,0.0,0.0003255441938161933,-0.00016885275538935628,0.0,0.0,-2.3306129591647807e-05,-9.922470803005816e-05
Clostridium sp. CAG:524,2.614451534946539e-05,0.0,2.87098032286821e-05,0.0,-4.227675282268827e-05,-1.2650963084649955e-05,-1.0583163626688218e-05,0.0,-3.7074449847737285e-05,0.0,-5.24273846087485e-05,0.0,-7.200467836257314e-05,0.0,-2.9811463433626597e-05,-2.086564307379122e-05
Clostridium sp. CAG:533,-2.5520866648268835e-05,-2.9936555281569358e-05,0.0,0.0,0.0,5.1980844109635326e-05,0.0,2.181406159375045e-05,0.0,0.0,0.0,-1.6768235724308135e-05,0.0,0.0,3.373306021696792e-05,2.0785828901926222e-05
Clostridium sp. CAG:557,-1.0238611290134301e-05,0.0,3.30214802726588e-05,0.0,0.0001476812468844899,0.00011760498933767113,0.0,0.0,0.0,-6.04234690954917e-05,0.0,0.0,0.0,0.0,1.4435113754716994e-05,2.1713401167614157e-05
Clostridium sp. CAG:567,0.00018666816169165455,-0.0002460147133237374,-0.000133597546132265,0.0,0.000264401601434243,-0.00021467831302700394,5.1165738098877816e-05,-7.13384305957887e-06,-0.00022460647893863742,-0.00015131926962812147,-2.188567925014535e-05,-8.663093383951352e-05,0.0002373567512853367,-5.409158172182646e-05,-0.00016247496126006966,0.00014564572936366014
Clostridium sp. CAG:568,-0.00010117568428116898,-0.00026453792498046323,-0.00019510923684203506,-0.00015155067884599021,-0.0004009488690269854,-0.0009396964224357257,-0.00016138224396485988,-0.00012090996267920636,-0.0001386142149883844,-0.0003855556180674329,-0.00017401704525009398,-0.0003726802027724613,-0.0004941002837741407,-0.00021108367975370126,-6.80138338128917e-05,-0.00019409256226669773
Clostridium sp. CAG:571,-2.6276737446298885e-05,-6.751724490424827e-05,0.0001092803034967504,0.0,0.0,-2.4804797979003054e-05,8.024483446016218e-05,9.607016481727919e-05,0.0,0.0,-3.839019607172866e-05,-3.743256244415128e-05,0.0,-4.486905035200482e-05,9.541388341498278e-05,-0.00011380580579857634
Clostridium sp. CAG:575,-8.036648601457899e-05,0.0,-4.456949937485042e-05,3.2461906894429745e-05,6.134038005806195e-05,5.7431825550401294e-05,4.952952472609396e-05,-1.6783900694824474e-05,3.9091607363973726e-05,-6.977430455946935e-05,0.0,-1.660675227428272e-05,-5.028888888888889e-05,-5.448217912660729e-05,-1.7871295054937638e-05,5.1210519547306516e-05
Clostridium sp. CAG:58,0.00299949919269912,-0.0011041904971806713,0.010721795397057721,-0.0005590151423690029,0.0020611956475597906,-0.0007314499437249209,0.0005714584510183267,-0.001113538729163386,0.0013941862957840218,0.0014014680018666523,-0.00025570099913157634,-0.0004946086800445499,0.006392273684898709,0.0022780736099720813,0.0003662292204413949,0.003508582535035278
Clostridium sp. CAG:590,-4.9363086399156657e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.3723757133478055e-05,2.658945157000974e-05,-4.129079561881464e-05,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium sp. CAG:594,-3.207323284414958e-05,0.0,-1.6567654915066117e-05,0.0,-9.045389192859139e-05,3.362341822365426e-05,-6.37521663254176e-05,-2.7248433144018253e-05,1.8725943184042984e-05,5.8188491687576016e-05,-2.161645333136326e-05,0.0,0.0,-5.185619304937483e-05,0.0,-1.75022775178427e-05
Clostridium sp. CAG:609,1.991514785459273e-05,0.0,-1.6067005902243762e-05,0.0,0.0,-5.154346532831216e-05,-2.048523702470649e-05,0.0,-3.1719512448227264e-05,0.0,-3.8352263632038856e-05,0.0,3.744314854025358e-05,0.0,0.0,-2.8045966873542757e-05
Clostridium sp. CAG:62,-0.0013635946823510677,-0.003407132530692892,0.0007301583186626613,-0.002401102307345174,0.003087891883440795,-0.001147562241381782,-0.0002548059283536565,-0.0017002243895878084,0.0005110077574050725,0.0010106426228130895,-0.0002911859995790727,-0.006848081788908325,0.0020807043602948396,0.00024471188098395646,0.002128169176170743,0.004728102460727289
Clostridium sp. CAG:628,-1.6824793640352103e-05,0.0,-6.259834461147937e-05,0.0,0.0,0.0002355835493772687,0.0,0.00011227075875176345,3.003545904085596e-05,-0.00020612815579211237,3.8035873811177906e-05,5.3628345732261046e-05,0.0,0.0,8.144442380572982e-05,0.0
Clostridium sp. CAG:632,3.4464346585412314e-05,0.0,-5.548835986354924e-05,0.0,-4.8380082626657985e-05,-4.54767405767301e-05,-2.630169729036244e-05,-2.3388560236551415e-05,1.2731785830420732e-05,0.0,0.0,1.8939551264163982e-05,0.0,0.0,0.0,0.0
Clostridium sp. CAG:678,9.900685057891741e-06,0.0,-7.41949758940831e-05,0.0,0.0,-5.760931610605222e-05,-9.50068742654458e-06,-2.761183132481113e-05,0.0,0.0005453537965057749,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium sp. CAG:7,0.0014179900400643807,0.0010404553924360852,-0.0008621697431881099,-0.0006944985530962105,-0.0002550711568723787,0.001818230742330879,0.001808357146849473,0.0012657802119985593,0.005544256900527986,0.0007531510106055867,0.0017396518110427885,0.0011757099156267496,-0.0012608398025870866,-0.00041149285114129466,-0.00302052529643274,0.002099626341593531
Clostridium sp. CAG:710,-0.0001010988750565578,-1.7806233144904514e-05,-1.713367533707219e-05,0.0,0.0,-1.7200955336793473e-05,0.0,-2.363484123214034e-05,8.246392982808927e-05,-4.0251800833908565e-05,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium sp. CAG:762,-6.856388603939889e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.398138355811735e-05,-1.472112894612758e-05
Clostridium sp. CAG:768,9.987299048180958e-06,0.0,0.0,0.0,2.7903197875446348e-05,1.803605045799289e-05,0.0,-3.50711199272975e-05,0.0,0.0,5.600205433562226e-05,0.0,0.0,0.0,5.978620529757831e-05,0.0
Clostridium sp. CAG:780,9.762882862649414e-06,0.0003113537027169216,-7.562128863307764e-05,0.0,-4.623715547806727e-05,5.948164923997577e-05,6.701056981615601e-05,0.00027382554774359446,8.97031733904302e-05,0.0,5.692730599818624e-05,-0.0001724463796708663,0.0,0.0,0.0,-1.7708570847657105e-05
Clostridium sp. CAG:793,-7.693511052189678e-06,0.0,0.0,0.0,0.0,0.00011598661637025685,0.0,-1.5017553972938349e-05,0.0001565076207390689,0.0,9.915325050183602e-05,-7.32787871238002e-05,0.0,0.0,0.00012765396608152704,0.0
Clostridium sp. CAG:798,-3.517114291671736e-05,-2.1175146345395044e-05,-6.666775270536221e-05,0.0,0.00010831208924100192,-0.00012258372369867198,-1.4077380901659903e-05,0.0,-8.129525502531676e-05,0.0,0.0,-3.970420229031418e-05,0.0,0.0,-3.0629068598612204e-05,-0.00027538179647687317
Clostridium sp. CAG:91 & sp. 2789STDY5834873,-0.0010682667056542102,-0.0007500989413730789,-0.0026592909933533474,-0.005112565855922313,0.00039590485635139847,-0.003288734280484601,-0.003423462415882152,0.0005175315238148587,0.0011080775670445557,-0.0008922402621269123,-0.0009042231746088169,0.000687735669042002,-0.0003362041921913361,0.00016446375561806755,-0.0005297902642256726,0.0007880607323662581
Clostridium sp. CAG:914,3.204527175947162e-05,0.0,-3.762494886973569e-05,0.0,0.0,4.5845351486574627e-05,-4.3487753221817626e-05,4.6189335280750166e-05,-5.974057877132913e-05,0.0,0.0,-5.444509162206751e-05,0.0,0.0,-1.6216242468220457e-05,-3.213678908460455e-05
Clostridium sp. CAG:921,0.0,0.0,0.0,0.0,0.00023929603953542824,0.0,4.7521864431797865e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0496831467658302e-05,0.0
Clostridium sp. CAG:964,3.253383428579637e-05,2.929667019948292e-05,0.0,-3.559571406020383e-05,-4.374881244851458e-05,3.372737006474562e-05,0.0,0.0,-2.2516223217299234e-05,4.5823568508648975e-05,0.0,0.0,0.0,0.0,0.0,-2.250550398399385e-05
Clostridium sp. CAG:967,0.0,0.0,0.0,0.0,-8.568798787491667e-05,3.0442073837769833e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.677118781396855e-05,0.0,3.828314624129041e-05
Clostridium sp. CL-2,0.00016823907929891388,-3.031062246797325e-05,-7.576324594782677e-05,-6.974505882659639e-05,0.0,-0.00010565296634517247,9.777556215080131e-05,-1.997496296709278e-05,0.0001693822801069885,0.00010898807135106573,-7.447253969953996e-06,-6.363997098100089e-05,-0.00011583709475221178,-0.0001946235753588474,5.166417335666623e-05,-2.719084244680917e-05
Clostridium sp. KLE 1755 & Clostridiales bacterium VE202-27,0.0008552035017517502,-0.0003267616037575191,0.002796567165098623,0.0007293650292428548,0.00474717086424627,0.003323431872245449,0.005828931903637017,0.00034146675910428276,0.0007118270439663821,0.00014632781150161831,0.00022547919609116194,-0.0002614489152312579,0.014374109336627272,0.016326335076355388,0.004510016283887217,0.012567276070493249
Clostridium sp. L2-50,8.222106237921377e-05,-0.0002297153160397457,-0.0012317144143674029,-0.0002514730586388198,0.0,-0.0007718274460865381,-0.00010143384648423956,-0.00012742719806408024,-0.00016315482706777575,-0.0008758558564886862,-6.74421855697582e-05,-0.0006501760991000342,-0.0003175427219255768,-0.0006499778499054726,-0.00017715599180569255,-0.0007502109096024816
Clostridium sp. Marseille-P2538,1.4976577245164905e-05,0.0,5.098729519611824e-05,0.0,0.0,6.631452422357304e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002237241413601186,0.0,0.0
