category,Bowel,Bowel,Bowel,Bowel,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cardio_Vascular,Cardio_Vascular,Cardio_Vascular,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Inflammatory,Inflammatory,Inflammatory,Inflammatory,Liver,Liver,Liver,Liver,Liver,Neurological,Neurological,Tumor,Tumor,Tumor,Tumor,Tumor,species
msp_0108,0.059545099171170617,0.0,0.0,0.0,0.0,0.07482213187554419,0.0193379162679423,0.0,0.0,0.0,0.0,0.06800978740322157,0.0,0.0368660323388687,0.0,0.0,0.0,0.0,0.0,0.08192406410402134,0.0,0.01698029688342977,0.08431961888552685,0.0,0.0021137981378067904,0.0,0.14714960231512092,0.0,0.0,0.0,0.004837934461789504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enterobacter xiangfangensis
msp_0109,0.04881241236643155,0.0,0.0,0.0,0.0,0.0,0.08816839106118392,0.0,0.0,0.0,0.0,0.0,0.16979304208676813,0.0917327890753668,0.0,0.0,0.07254773890865795,0.0,0.005893988643597821,0.0,0.0,0.0,0.0,0.0,0.0767714740870168,0.0,0.01943510838162827,0.15450598243843708,0.030572534600870418,0.0,0.13431113154639135,0.08375270429806803,0.0,0.0,0.04940694264107456,0.09371376455864239,0.0,0.0,0.07977966114248701,0.01284392378426464,Clostridium scindens 2
msp_0110,0.05224850254928502,0.17141982574219328,0.11909690595310365,0.0,0.0,0.0,0.0,0.022574709538737657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16881567003668851,0.06704896931036707,0.0,0.0,0.08519820624551035,0.06848945237722265,0.0,0.0,0.0,0.0,0.1123647249529054,0.004943634512730459,0.0,0.22284957889038334,0.0,0.0,0.02052514810318027,0.06599275200531134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bilophila wadsworthia
msp_0111,0.0,0.0,0.0,0.0,0.0,0.02502645942091414,0.0,0.0,0.0,0.1698779305432979,0.001968711612866481,0.0,0.0,0.04310767827059209,0.0,0.0,0.0,0.0,0.04121748093349714,0.0,0.0,0.0077951900164941,0.0,0.05707375509235729,0.0,0.0,0.05140842885915886,0.10245197714731928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09170592486383718,0.030357690894417963,0.0,0.007184299385283789,0.06185084048703507,Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA
msp_0112,0.0,0.0,0.07973438138571642,0.0,0.0,0.0,0.04269982301837447,0.0,0.0,0.07979054343131393,0.0,0.0,0.20651417347241333,0.2812990231006837,0.0,0.0,0.0,0.0,0.015310965029241527,0.0,0.0,0.0,0.049080803974276783,0.0,0.023794441032942718,0.0,0.0,0.0,0.08445499802207927,0.11336238472549709,0.06345830087571581,0.03301723500724529,0.05393252963884974,0.0,0.0,0.11765843258995413,0.0165807386766498,0.0,0.0,0.03148416815367231,Blautia hydrogenotrophica
msp_0113,0.0,0.0,0.0,0.0,0.07716080890949913,0.0,0.20782179044438576,0.0,0.0,0.1863422879937043,0.05228869050828791,0.0,0.0,0.09571609465162047,0.0,0.0,0.0,0.0,0.0,0.0,0.0875213733432975,0.0,0.0,0.0,0.05680114492226298,0.026894054626558812,0.0,0.11226292231656464,0.02853529026751337,0.0,0.0,0.27745438522824284,0.0,0.0,0.001692995543984507,0.1550766173223663,0.061660139396469256,0.16696065497871865,0.1555370829830723,0.1062102228551128,Blautia producta 2
msp_0114,0.06986274329547061,0.0,0.0,0.0,0.0,0.04655411307576168,0.0,0.07258505036706007,0.0,0.04241798150953343,0.0,0.0,0.014244001506406121,0.0,0.0,0.04610105119109073,0.0,0.0,0.014294041552613301,0.14384222120132775,0.0,0.08024180398542205,0.0,0.10681124279262354,0.0,0.045903151580693004,0.0,0.0,0.0,0.0,0.0,0.0,0.0061333429157442824,0.0,0.0,0.11466441882393699,0.0,0.0,0.0,0.0,Bacteroides coprophilus
msp_0115c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lachnoclostridium phytofermentans 2
msp_0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011184154505388379,0.049928954308213556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08431961888552685,0.12209448874187828,0.0,0.0,0.0,0.0,0.0,0.0,0.06204443973397395,0.0,0.03132883591572257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclassified
msp_0117,0.06573232520039578,0.0,0.06075157356607064,0.0,0.0,0.05888307748642254,0.0,0.0649568072164975,0.0,0.0,0.0,0.0,0.06744287797062141,0.0,0.04013921425019425,0.039155901044559877,0.0,0.00928576565395177,0.0,0.01868627921130936,0.0,0.06998275557312898,0.05461546136793603,0.0,0.0,0.0,0.0,0.0,0.0024485029640077156,0.0,0.060096625349838034,0.0,0.0,0.0,0.0011272085109608385,0.0,0.0,0.0,0.0,0.0,unclassified Butyricimonas
msp_0118,0.0,0.0,0.0,0.0,0.026100759529581023,0.0,0.0,0.016870701016281037,0.011794272757213054,0.08647982859672004,0.0828569253545574,0.062418647132128614,0.0,0.0,0.04925583438198418,0.0,0.0,0.011046334105171553,0.0,0.20322670728170122,0.0,0.0,0.0,0.12337966978039323,0.0,0.0,0.0,0.0,0.0,0.009576464770711633,0.0,0.10304143036684844,0.0073333046612873674,0.05528942659142782,0.01267003704898374,0.0,0.037083457667223464,0.0,0.0,0.0,unclassified Bacteroides
msp_0119,0.0,0.0,0.0,0.0,0.0,0.014678677659352298,0.0,0.0,0.0,0.004553546869015107,0.0501056288292445,0.0,0.0,0.0,0.0,0.00605362517191747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02324484164856289,0.022846609453210244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05501163039624406,0.0,0.0,0.0,unclassified Firmicutes
msp_0120,0.0,0.0,0.0,0.0,0.0,0.01390611567728113,0.03751699788853215,0.0,0.0,0.005683935523517168,0.0,0.0,0.11570308848644272,0.039894192532516776,0.0,0.05179648166203385,0.0,0.07803238725825667,0.0,0.06325591655239111,0.0,0.0,0.0,0.06358727085613211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020691013870517208,0.0,0.0,0.0,0.0,0.0,0.0,0.026415629455028195,0.08860503892495024,unclassified
msp_0121,0.1708319031203218,0.0,0.18595707725180718,0.0,0.0,0.017373305649038752,0.0,0.02103181379489013,0.0,0.0,0.0,0.07493178248389783,0.25410794282161103,0.0057744475130817865,0.07244158198918771,0.04001132223285815,0.05384812660865015,0.16076409575431008,0.0,0.0,0.0,0.04369750816200469,0.05592327894010802,0.059482070664355055,0.042325897983177166,0.0,0.0806037893971391,0.0,0.08761367795638803,0.17755476986499094,0.15203965235012776,0.0,0.20716371862923258,0.0,0.07841457618405343,0.11659178699309099,0.07976496830826567,0.10885967059640052,0.0016917024208239113,0.0,unclassified Oscillibacter
msp_0122,0.06759703449706399,0.0,0.0,0.0,0.0,0.023196020168845994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003357996604919385,0.0,0.009932994408848613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07263187998197435,0.07642000858783578,0.02191134191778751,0.13017411761274011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclassified Bacteroides
msp_0123,0.04527613674845808,0.0,0.0,0.0,0.0,0.0,0.10515205977503608,0.09769216425423492,0.16843067173248297,0.0,0.0,0.0,0.07280267436607563,0.15601591550713176,0.04307088718694233,0.0,0.0,0.0,0.005921990221611814,0.0,0.0,0.05951329453672276,0.0,0.0,0.0,0.07645407555717806,0.0,0.0,0.0,0.0,0.0,0.0,0.06374202692058575,0.0,0.13937040753882107,0.0,0.033858377661068285,0.0,0.0,0.012695805051074252,Prevotella sp. CAG:520
msp_0124,0.2547274776095086,0.24212399923954656,0.0,0.0,0.04378976824183863,0.0,0.0,0.0,0.27085036146251196,0.20612714634333057,0.019867193789809983,0.058076183467316786,0.196772792503322,0.0,0.00817336202255335,0.0,0.14301957605165821,0.11477744938791923,0.0,0.0,0.0,0.17997905435830186,0.0,0.0,0.0,0.0,0.08248753462490663,0.05479808374369189,0.28175055132807647,0.32360427804259945,0.0,0.4575585986193756,0.04603102861558186,0.15752610708470163,0.009328222099236881,0.11230586475064872,0.01918723107301909,0.031125964980014936,0.0,0.0,unclassified Ruminococcaceae
msp_0125,0.23194705631778717,0.7530800950958871,0.06797851949828297,0.117627182772222,0.0020595107415070446,0.002437443109270013,0.10745765812269965,0.1667807280050291,0.2002161703331344,0.14498065641652821,0.0,0.04137993854998321,0.17299772561257343,0.0,0.10477909091646319,0.07045213396651369,0.12015621131663314,0.02559685396890813,0.0,0.2694734300436003,0.0,0.14240043368918906,0.0867031768229561,0.10590365133257289,0.06878595845798527,0.0,0.16670525582246448,0.10908384457336318,0.2788798456493596,0.0982714888566887,0.14666804978282993,0.10049026616452232,0.008354212315458954,0.00617618200556259,0.18971266585319033,0.07996621394656665,0.0,0.036693846843082786,0.0,0.0,Firmicutes bacterium CAG:24 / Clostridium sp. 2789STDY5834869 & 2789STDY5834922
msp_0126,0.12307477843418715,0.0,0.27546047970348836,0.03970460740662985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04586963641405522,0.16485845938730923,0.0,0.0,0.22212966171356255,0.0,0.0230087664049899,0.0,0.0,0.0,0.038813093680264636,0.0,0.11454110207369743,0.0,0.140982584794929,0.11379035577144324,0.22590804384701313,0.2660330426794302,0.0,0.0,0.0,0.0,0.0,0.22530026402337064,0.0,0.0,0.0,0.04817590431515948,Ruminococcus torques
msp_0127,0.0,0.0,0.0,0.0,0.04328318075656454,0.07962659562719733,0.1758135119949839,0.04494743333212995,0.03445403762636733,0.1585624546903987,0.0,0.029203816362757356,0.2660176392877577,0.20025361934635522,0.0,0.0,0.0,0.23284985719857104,0.0,0.11463680164274072,0.0,0.06040869048408599,0.0,0.12425114017020814,0.0,0.0,0.09197476455943987,0.0,0.10604979890472882,0.0,0.0,0.0956903884353401,0.0,0.0,0.0,0.0,0.0,0.0,0.1780492138858439,0.023719412791601627,Ruminococcus sp. CAG:353 & sp. 2789STDY5834938
msp_0128,0.13153382406407763,0.16283473681973246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472620393032563,0.0,0.0,0.027489311905280246,0.0,0.0,0.005918742680579655,0.11138676937971047,0.0,0.0,0.0,0.1336811104985331,0.0,0.09832312625645268,0.14817653229162767,0.0,0.13972165889826027,0.1765379416481265,0.0,0.0,0.11327116232571303,0.010790095917584328,0.0,0.0,0.0,0.0,0.0,0.12741462797076367,Butyricimonas virosa
msp_0129,0.15269624242841728,0.0,0.3787581595922965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010324991627473985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037016565874920956,0.07947442991673237,0.08256527848848093,0.0,0.0,0.018150234387653636,0.0,0.13136612308540213,0.2211288655154475,0.04433981920316059,0.0,0.0,0.0,0.0,0.11881293575339236,0.0021524299417304622,0.07821779884220487,0.0,0.0,Clostridium sp. CAG:58
msp_0130,0.0,0.0,0.3795576593763977,0.0,0.0,0.0285416222699816,0.0,0.039084502937822584,0.08043773304526035,0.0,0.0,0.0,0.1003322521421812,0.014606855417856009,0.06643637583797737,0.05569323920145268,0.0,0.10419228909977579,0.0,0.0,0.0,0.047847558900194063,0.032009219983224015,0.17581646898049777,0.0,0.0,0.016277886880767402,0.0,0.04686721521363411,0.16049672957710598,0.15288101672430487,0.0,0.1518555981698719,0.0,0.0,0.0,0.0,0.0,0.0,0.11791129641865519,Candidatus Gastranaerophilales bacterium x14
msp_0131,0.0,0.0,0.0,0.10356185392970052,0.15716434019903813,0.0,0.0,0.0,0.0,0.0930969631910296,0.016288886982532086,0.0,0.0,0.0,0.0,0.0,0.0,0.08580858366426564,0.0,0.02874927294156276,0.0,0.0,0.0,0.2014402334119448,0.02413743275365277,0.055737449193583755,0.039642416827471376,0.0666124832368715,0.1010196345451537,0.0,0.0,0.0,0.0,0.0,0.0,0.08443673783242402,0.1486568787959665,0.11839782284871224,0.0,0.0,Phascolarctobacterium sp. CAG:207
msp_0132,0.0426452112828366,0.0,0.0,0.0,0.0,0.0,0.04229508535943254,0.0,0.0,0.07365430852069539,0.0,0.0,0.0,0.020703606729054226,0.0,0.0,0.0,0.0,0.009405188168741202,0.0,0.0,0.0,0.0,0.0,0.06736424809039336,0.0,0.05156484456946295,0.11946339566153878,0.0,0.0,0.0,0.0,0.0,0.006224998370893052,0.0,0.14669409746710313,0.0,0.04870003469082564,0.0076228489808243885,0.0,Coprobacillus cateniformis
msp_0133,0.13907464813128212,0.0,0.03260773253630119,0.0,0.008691010398138892,0.08208195976061931,0.18435630571414682,0.06549217032163798,0.053689724721065736,0.07565657915327097,0.014302198703872598,0.10825171441423954,0.19138782060294082,0.13396006305524083,0.06976618657088622,0.00937398190177904,0.0,0.0,0.0,0.1481898471429134,0.0,0.036211659452235215,0.0,0.19063180830058446,0.0495934855220266,0.0,0.07781415502047537,0.004273924218122228,0.08288161059203279,0.13104811830716648,0.0,0.0,0.0960218248693993,0.056678560976232695,0.0,0.08080868543948938,0.0,0.10676021307208058,0.0,0.0838260114162562,Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264
msp_0134,0.014904154634186834,0.0,0.0,0.0,0.0,0.011345126996772717,0.0,0.0,0.0,0.009490983901164774,0.0,0.08405051042059454,0.040954064812119884,0.03782176694641198,0.04118268795533199,0.0,0.0,0.008200571597543572,0.0,0.0,0.0,0.057973632685232306,0.0,0.0,0.0,0.19480565224991428,0.0,0.013271830858973582,0.018744085280727695,0.0,0.0,0.0,0.0,0.05489807611406061,0.0,0.0965325524882496,0.013380947002208606,0.0,0.0,0.0,Megamonas funiformis == rupellensis
msp_0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clostridium clostridioforme 2
msp_0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08440508645751973,0.1805225989695847,0.0,0.0,0.00945018226364288,0.0,0.003201796925767537,0.0,0.016658088921057912,0.0,0.0,0.0,0.0,0.0901825173486038,0.025023611961534013,0.0,0.0,0.0,0.02054531448658908,0.0,0.0,0.028940341446617373,0.0,0.0,0.0,0.0,0.0,0.13660331944127102,0.0,0.0,0.0,0.0,0.0,Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474
msp_0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021619957149180004,0.020280245142783513,0.0,0.16640284340876801,0.1659241053757756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039405413475810704,0.0,0.0,0.03118942789829727,0.0,0.0,0.0,0.0,0.0,0.024327259758435634,0.07356225973127423,0.0,0.0,0.052361433448186036,0.006069155591720725,unclassified Prevotella
msp_0138,0.15176900019191314,0.02613541867446588,0.0628335256694382,0.02200955517652973,0.0,0.0,0.17728753005733308,0.0,0.0,0.2691484253600745,0.07409110815849874,0.031721021656493,0.23410421396380648,0.1872777587947316,0.03848702900536184,0.10023166163608192,0.0,0.064416766299874,0.0,0.0,0.3750336247478819,0.08576710099610062,0.0,0.0,0.0,0.0,0.0,0.133421102407791,0.14117561452758723,0.06476716860687468,0.017344591165902493,0.2014106008354381,0.0,0.016766615032713827,0.05273287267976556,0.18218762703424748,0.06762751386899454,0.06930580230903689,0.07562529789843538,0.12846549772185425,Bifidobacterium pseudocatenulatum
msp_0139,0.11136805065145879,0.0,0.3357174596386264,0.0,0.0,0.0887724919288681,0.0,0.0,0.0,0.07226290851498916,0.05467969075977788,0.0,0.09531385778631314,0.002757462196064366,0.03899200238742896,0.10690389330111003,0.08451309410930836,0.0,0.0,0.1671980467502842,0.0,0.04592394465791646,0.0,0.25494954530570374,0.0,0.0,0.0,0.0,0.08091077537872605,0.16213596985665682,0.1202490762288933,0.0,0.17227743613353425,0.0,0.0,0.22727618597000226,0.0033684047497761485,0.03241954465606187,0.0,0.025502188126823745,Coprobacter fastidiosus
msp_0140,0.0,0.0,0.0,0.0,0.0,0.040509024892900584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003201796925767537,0.0,0.0,0.0,0.07462803143329316,0.0,0.0,0.0,0.017176185719046624,0.0,0.0,0.0,0.0,0.03134996425603116,0.03985607950961574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Klebsiella oxytoca
msp_0141,0.29151470377270516,0.21427478217774168,0.2984181846286336,0.15493949502914303,0.18894392901367102,0.0,0.28736818927446245,0.06535942134699871,0.0,0.097513679938519,0.0,0.0,0.4960708436982026,0.38039248328650166,0.0,0.0,0.0032654188657380316,0.0,0.0,0.0,0.1479428862627806,0.03694337610719122,0.0,0.0,0.13961945616542046,0.0,0.0,0.2502694133514606,0.17157326955359642,0.26475709082112736,0.0,0.0,0.0,0.0,0.11770020155951158,0.4795065607731862,0.0,0.1282696072273183,0.15487949739602308,0.054197892354554425,Blautia massiliensis
msp_0142,0.20186562118060192,0.365781760475145,0.06795295885835004,0.0,0.01413758382836262,0.04762103374190147,0.04560027564787472,0.0,0.0,0.0493730134370153,0.0,0.02277474630235772,0.5140242048781444,0.35205834155095433,0.0,0.05523283656784548,0.0,0.0,0.015907730731128573,0.0,0.0,0.03882315731828815,0.0,0.09903968011261077,0.12122963849723344,0.0,0.0,0.1871786129151086,0.19854944191533735,0.30620234790506773,0.08897819437070442,0.0,0.0,0.11117430869384,0.11474072140333469,0.2456768921454962,0.07501904860580783,0.0,0.0,0.0,Blautia sp. CAG:52 & sp. 2789STDY5834917
msp_0143,0.030952323371095023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04851001263766181,0.03965094737242807,0.0,0.0,0.0018797098253871133,0.0,0.06069080785618274,0.0,0.008994999479765219,0.0,0.02077467891107291,0.0,0.026407936177072364,0.0,0.031502795556105204,0.0,0.04077468736367629,0.020757366926524665,0.02777402520959352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06925178325175005,0.0,0.0,0.0,Parabacteroides sp. CAG:409
msp_0144,0.0,0.0,0.6262249019161914,0.0,0.0,0.0,0.05370695466764857,0.0,0.0,0.0,0.07055515700706518,0.0,0.38549863876857204,0.09265930984126564,0.005757625645475234,0.020409359580602564,0.0,0.042527507843086565,0.0,0.24807873922923626,0.004186376346611536,0.03344313190385879,0.23686821209198447,0.2688034912054875,0.009410193940295455,0.0,0.05859346224834282,0.042273103028308896,0.12056725462473525,0.2934691535432361,0.3508678681736343,0.0,0.21256615422235067,0.0,0.0,0.07590868500834629,0.04944398562442415,0.0,0.0,0.10743460915910573,Clostridium sp. CAG:138
msp_0145,0.13199474046471435,0.0,0.0,0.008021176481101504,0.0,0.13826570273870448,0.016222343673051295,0.21127766726419434,0.06076164347729497,0.08946163072498005,0.0,0.07192655815557714,0.006913958595898369,0.0,0.08641295666852297,0.20561703675647394,0.17910470514190044,0.04650713438713379,0.009583624806205577,0.2642950400300209,0.04600746887319741,0.00469223951618313,0.0,0.21325048050677914,0.0,0.0,0.0,0.0,0.07946116737877576,0.07742463361221073,0.0,0.0,0.18725743461901725,0.0,0.0514123092016105,0.01474223908994607,0.0047950290353728706,0.14869331340657543,0.14068578175213667,0.09323439063929105,Parasutterella excrementihominis
msp_0146c,0.0,0.0,0.0,0.0,0.21301790321811942,0.0,0.2951085923501815,0.0,0.0,0.05433854328215012,0.0,0.0,0.49374209615470754,0.5700493669448927,0.0,0.0,0.0,0.0,0.028339553196436433,0.0,0.033145041860526935,0.0,0.0,0.0,0.04915427128416119,0.0,0.03366569273526473,0.15356117275188771,0.0,0.0,0.0,0.18386385320147489,0.0,0.054786155336111336,0.08794309659921616,0.21169741411864684,0.04549007859673723,0.08869724951733259,0.32729071756188133,0.2034974230850806,Streptococcus sanguinis
msp_0147,0.0,0.0,0.16396225850591817,0.0,0.0,0.0,0.0,0.030401417315111385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007125908678775036,0.008425195805354268,0.0,0.0,0.0,0.182540435176511,0.0,0.020785470744179836,0.05027991892982084,0.0,0.00283410188045844,0.021738278932377928,0.0,0.011727786970020812,0.0,0.0,0.0,0.059597208999265586,0.0,0.021711459464920865,0.0,0.0,0.0,unclassified
msp_0148c,0.0,0.0,0.0,0.0,0.0,0.005404508899680529,0.0,0.049920442625421745,0.0,0.11672762191303744,0.0,0.0,0.0,0.0,0.07395744363050083,0.0,0.10633941770839092,0.14437400094234729,0.00649183645052257,0.01625903132033751,0.006410831192271505,0.07388872767621761,0.0,0.0,0.046772570389008124,0.027717158387620802,0.0,0.1261354236594478,0.0,0.0,0.0,0.0,0.0,0.03296662811739873,0.049423377271338956,0.0,0.0,0.04282839930257011,0.06679227444487287,0.0,Veillonella dispar
msp_0149,0.0665628064572887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03399011116727065,0.14354772893048576,0.1270702739968341,0.08370643210912211,0.13349466885482378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclassified Bacteroides
msp_0150c,0.0,0.0,0.0,0.0,0.09564815197188653,0.0,0.04230727405011217,0.0,0.0,0.012179861836108221,0.0,0.0,0.0,0.0758149629572809,0.0,0.0,0.0,0.04327711612261127,0.0,0.024260568263706647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03001822130837184,0.0,0.02497191329200354,0.003464851170274899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clostridium methylpentosum
msp_0151,0.0988120291069342,0.19528336647123584,0.2065953597776162,0.04781416607859134,0.0,0.06685380156207638,0.005147442325319723,0.011861343728222519,0.004156725716620945,0.028876297004104726,0.0,0.0,0.0,0.0,0.07421540176298089,0.15425097823550682,0.10460103086693968,0.0,0.0,0.2431160661120757,0.0,0.07188233125237456,0.0,0.25588353973949746,0.0,0.011429134961998648,0.02711172603296372,0.0,0.09193064885109249,0.11229925652465153,0.01113982161403329,0.0,0.14541615821096263,0.04936364811891158,0.0,0.0,0.0,0.04788162583546898,0.02160036149961559,0.0,Butyricimonas synergistica 2
msp_0152,0.21326801591104252,0.6670137985134991,0.32289796761684403,0.06453985975645456,0.0,0.06869323098822631,0.1253288210058645,0.10047901257928014,0.05679301148854905,0.0,0.0,0.0,0.4810012654656071,0.34987162262125165,0.05453586703304891,0.0,0.01142796391407506,0.0,0.0,0.0,0.10371068782356911,0.12370229591963876,0.0,0.027449579996173052,0.12917206020107538,0.0,0.06007262759656321,0.14083006546976762,0.00619017963378463,0.31244792354571166,0.030905194192397956,0.0,0.0,0.2196434744926848,0.21018712022805625,0.2465015307260422,0.0,0.0,0.13017234595837526,0.043260608827434405,Ruminococcus faecis
msp_0153,0.0,0.0,0.0,0.0,0.00824946426370498,0.0,0.0,0.0,0.0,0.07244981343563307,0.022238423952177296,0.0,0.0,0.021754477859044944,0.0,0.0,0.05471318231091858,0.05644446659099326,0.0016434378437383535,0.0,0.06837025092714587,0.0,0.0,0.0,0.12981804025703422,0.0,0.0,0.22392587810627726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11589629586095726,0.008913730277006189,0.11024398419491865,0.14075811491237825,0.02932391024671863,Erysipelatoclostridium ramosum
msp_0154,0.29151470377270516,0.7530800950958871,0.40925922463355474,0.16764637421650147,0.20481169288107087,0.05237849509011527,0.083881913572626,0.04674658259102282,0.209495245952638,0.017459794674571233,0.024861023143362554,0.0,0.3933892083901695,0.22700407584105226,0.0,0.0,0.14301957605165821,0.0,0.0,0.0,0.10355210869743924,0.07972484292131167,0.0,0.0,0.13178950051044724,0.0,0.0,0.22877774324725414,0.17265821652235439,0.2185456614965759,0.0,0.016623008866289334,0.0,0.0,0.04871167235752157,0.2746719765481884,0.06750387800831166,0.0,0.01719404443941374,0.03511964540779938,Fusicatenibacter saccharivorans
msp_0155,0.032819285518714235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055854566509015074,0.0,0.13296511654081342,0.028306287054933477,0.12447839117879057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclassified Parabacteroides
msp_0156,0.03348205293208273,0.0,0.0,0.0,0.0,0.04099019771393563,0.07780673615109195,0.0,0.0,0.0,0.0,0.0,0.008073431068279905,0.0,0.0,0.0,0.0,0.0,0.0007171745566946907,0.043435669476332324,0.0,0.0,0.0,0.0,0.027042304961355308,0.0877251724909759,0.10286229318215287,0.07798120365563072,0.01071178955222503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclassified Parabacteroides
msp_0157,0.0050903577052143325,0.0,0.0,0.0,0.0,0.016265680331851207,0.1671753450329675,0.0,0.0,0.0,0.0,0.04263970734252459,0.0,0.17825607501082674,0.029120852721200734,0.0,0.0,0.0,0.02647167217777299,0.0,0.0,0.04717303385561327,0.0,0.0,0.0,0.0,0.07099450892099833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030863346250613044,Klebsiella aerogenes
msp_0158,0.1374384844411124,0.0,0.0,0.0,0.2896014908734271,0.14321464079979968,0.09921607005232941,0.137471062642147,0.0,0.24917489204387638,0.09155978326845964,0.0,0.20324143149548046,0.15620439793262722,0.0,0.031396211548350116,0.0024975359752301826,0.09780554626753578,0.0,0.11238552877139682,0.0,0.12404335403186027,0.06101402793414921,0.0760224810669826,0.06067994469906026,0.09413088050634448,0.0,0.10180243974350167,0.0,0.08059625417896127,0.13570600064412275,0.035449619935775285,0.0,0.0,0.0,0.22622542631755646,0.03288095860724978,0.2182304355444002,0.0,0.0,Eubacterium sp. CAG:252
msp_0159,0.0,0.0,0.24300629426428244,0.0,0.0,0.05952610784356504,0.0,0.023010248419982934,0.04719352833793084,0.0,0.0,0.0,0.0,0.0,0.05772490319639693,0.10473496424047121,0.0,0.06273726090243248,0.0,0.1485220154680577,0.0,0.030968935395494366,0.0,0.19187474469840035,0.0,0.0,0.0,0.0,0.11777076925913078,0.0,0.0031974512403194913,0.0,0.16000530513678196,0.06874691741929348,0.0,0.0,0.007748537386820369,0.0,0.0,0.0,unclassified
msp_0160,0.06972771878785934,0.0,0.0,0.0,0.0,0.0,0.00545655257142431,0.16528441846849848,0.08700624957144724,0.0,0.0,0.0,0.22215296907188575,0.13887483439089962,0.032059596055722256,0.0,0.0,0.0,0.0,0.0,0.10828833973432754,0.024428411000295067,0.0,0.0,0.0013420837039317757,0.012192253515329016,0.06157718454459407,0.049988139884369134,0.048696398088109945,0.07650933379538227,0.0,0.0,0.0,0.07639438081106893,0.09686355866488769,0.0,0.0,0.0,0.1768990993584724,0.0,Faecalitalea sp. UBA637
