,NW,W
Faecalibacterium sp. CAG:74,-0.5773337142800626,0.3108719999969566
Faecalibacterium sp. CAG:82,0.07639519368615169,-0.04113587352331264
Faecalicatena contorta,-0.8843705067204828,0.4761995036187212
Faecalicatena fissicatena,-0.4171965922889604,0.22464431892482487
Faecalicoccus pleomorphus,-0.7556735169001978,0.4069011244847217
Faecalitalea cylindroides,-0.7656726503153077,0.4122852732467042
Faecalitalea sp. UBA637,0.0513804135448585,-0.02766637652415454
Fenollaria massiliensis,-0.2936641332418654,0.158126840976389
Firmicutes bacterium CAG:102,0.03880682206348385,-0.020895981111106285
Firmicutes bacterium CAG:103,-0.0658414191265855,0.03545307183739222
Firmicutes bacterium CAG:110,0.12396996523590666,-0.06675305820395007
Firmicutes bacterium CAG:114,-0.5841697917806227,0.31455296480495104
Firmicutes bacterium CAG:124,0.2404208776140251,-0.1294573956383211
Firmicutes bacterium CAG:129,0.6956327351766048,-0.37457147278740255
Firmicutes bacterium CAG:145,-0.6684115020291922,0.3599138857080265
Firmicutes bacterium CAG:170,0.9193563535124866,-0.49503803650672373
Firmicutes bacterium CAG:176,-0.13625699735509705,0.07336915242197549
Firmicutes bacterium CAG:176_63_11,0.28182120693248064,-0.15174988065595096
Firmicutes bacterium CAG:194,0.644226231359168,-0.3468910476549366
Firmicutes bacterium CAG:212 / Clostridium sp. 2789STDY5834871,0.8109897045567186,-0.4366867639920793
Firmicutes bacterium CAG:227,-0.08183607127123767,0.04406557683835861
Firmicutes bacterium CAG:238,0.3317744115601001,-0.17864776007082322
Firmicutes bacterium CAG:24 / Clostridium sp. 2789STDY5834869 & 2789STDY5834922,-0.7486553445808466,0.40312210862045583
Firmicutes bacterium CAG:240,-0.32686962624320204,0.1760067218232627
Firmicutes bacterium CAG:272,0.4861207349419235,-0.2617573188148818
Firmicutes bacterium CAG:313,-0.0438344110093792,0.02360314438966611
Firmicutes bacterium CAG:321,-0.4241828979180112,0.22840617580200584
Firmicutes bacterium CAG:341,-0.2583141003648119,0.13909220788874488
Firmicutes bacterium CAG:345,-0.22943526205771828,0.12354206418492528
Firmicutes bacterium CAG:41 / Clostridium sp. 2789STDY5834935 & sp. 2789STDY5608853,-0.9353569626076201,0.5036537490964109
Firmicutes bacterium CAG:424,-0.47893066919693933,0.257885744952198
Firmicutes bacterium CAG:449,-0.016717374136967778,0.009001662996828782
Firmicutes bacterium CAG:460,-0.33626466708631325,0.18106558996955321
Firmicutes bacterium CAG:475,-0.02009179414218346,0.010818658384252746
Firmicutes bacterium CAG:534,0.571107527866463,-0.3075194380819417
Firmicutes bacterium CAG:536,-0.14933017430739406,0.08040855539628942
Firmicutes bacterium CAG:552,-0.33702451833008756,0.1814747406392779
Firmicutes bacterium CAG:555,0.029129094386329397,-0.015684896977254413
Firmicutes bacterium CAG:582,0.6726114977679011,-0.36217542187502355
Firmicutes bacterium CAG:631,-0.5272206833777023,0.2838880602803013
Firmicutes bacterium CAG:646,-0.4535502035239381,0.24421934035904355
Firmicutes bacterium CAG:65 / Clostridium sp. 2789STDY5608883,0.6664890765047939,-0.35887873350258104
Firmicutes bacterium CAG:791,0.8586899726648349,-0.46237152374260343
Firmicutes bacterium CAG:822,-0.3826772188151316,0.2060569639773786
Firmicutes bacterium CAG:83,-0.28808761728090293,0.15512410161279386
Firmicutes bacterium CAG:882,0.5737114715752025,-0.3089215616174167
Firmicutes bacterium CAG:884,0.3798260539036137,-0.20452172133271512
Firmicutes bacterium CAG:94,-0.6765476560854736,0.36429489173833207
Firmicutes bacterium CAG:95,0.6825396450422595,-0.36752134733044717
Flavonifractor plautii,-0.5154759983006094,0.2775639990849438
Flavonifractor sp. 2789STDY5834895 & sp. 2789STDY5834937 /  Clostridium sp. 2789STDY5608878,-0.9401471880406292,0.5062331012526466
Flavonifractor sp. 2789STDY5834931,-0.5499503094445651,0.2961270897009198
Flavonifractor sp. An10,-0.5719910664481097,0.3079951896259052
Fournierella massiliensis,-0.2683707793820279,0.14450734274416888
Fusicatenibacter saccharivorans,-0.7712529889422282,0.4152900709688922
Fusobacterium gonidiaformans,0.23028331265310742,-0.12399870681321162
Fusobacterium mortiferum,-0.33059408302423227,0.17801219855150988
Fusobacterium necrophorum,-0.2044734625405126,0.11010109521412216
Fusobacterium nucleatum subsp. animalis,-0.36604265791041407,0.1970998927209922
Fusobacterium nucleatum subsp. polymorphum,-0.3519363329250376,0.18950417926732802
Fusobacterium periodonticum,-0.34306492551482876,0.18472726758490784
Fusobacterium sp. CAG:439,-0.42805025451786954,0.23048859858654513
Fusobacterium ulcerans,-0.43167838690329857,0.23244220833254528
Fusobacterium varium,-0.2838129591094999,0.15282236259742296
Gemella sanguinis,-0.6290917875281462,0.3387417317459248
Gemmiger formicilis,-0.5030160511030447,0.27085479674779306
Gordonibacter sp. An232A / Coriobacteriaceae bacterium CHKCI002,-0.4985279358672674,0.2684381193131438
Gordonibacter urolithinfaciens,-0.46932841808294584,0.25271530204466336
Granulicatella adiacens,-0.37768172995262017,0.20336708535910328
Haemophilus parahaemolyticus,0.1645719778279775,-0.08861568036891097
Haemophilus parainfluenzae,0.13523681258413006,-0.07281982216068526
Haemophilus paraphrohaemolyticus,0.4268975770151306,-0.2298679260850702
Haemophilus pittmaniae,0.1564808016404363,-0.08425889319100413
Haemophilus sp. CCUG 66565,-0.24218768133718546,0.13040875148925363
Haemophilus sputorum,0.24824585544959601,-0.13367084524209005
Hafnia paralvei,-0.3947327397650615,0.21254839833503317
Helicobacter winghamensis,-0.2294157338705618,0.12353154900722559
Holdemanella biformis,0.6192026235065884,-0.3334167972727784
Holdemania filiformis,-0.8832671451565269,0.4756053858535144
Holdemania massiliensis,-0.4574340293699359,0.24631063119919616
Holdemania sp. Marseille-P2844,-0.8595486630602274,0.46283389549396836
Hungatella hathewayi 1,-0.48889448501343047,0.2632508765456934
Hungatella hathewayi 2,-0.2526890855818494,0.13606335377484205
Intestinibacter bartlettii,-0.2746277990498241,0.14787650718067488
Intestinimonas butyriciproducens,-0.5110583442078794,0.2751852622657812
Intestinimonas massiliensis,-0.7853671899060112,0.4228900253340059
Klebsiella aerogenes,-0.15424363210987016,0.08305426344377624
Klebsiella michiganensis 1,-0.3206016690687053,0.17263166796007207
Klebsiella michiganensis 2,-0.45819159675792304,0.2467185521004201
Klebsiella oxytoca,-0.3490037546782361,0.1879250986728964
Klebsiella pneumoniae,0.2784543872630492,-0.1499369777570264
Klebsiella quasipneumoniae,0.6468538354025056,-0.3483059113705798
Klebsiella variicola,-0.10457603973954246,0.05631017524436889
Kluyvera georgiana,0.46279201993424646,-0.24919570304151725
Lachnoanaerobaculum saburreum,-0.30384901680371595,0.1636110090481548
Lachnoclostridium phytofermentans 2,-0.27766031949558817,0.14950940280531672
Lachnoclostridium sp. An118,-0.11690318712013363,0.06294786998776435
Lachnoclostridium sp. An138,-0.8805139599378825,0.4741229015050135
Lachnoclostridium sp. An14,-0.28681705072937175,0.15443995039273853
Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,-0.4935328148972955,0.26574843879085147
Lachnospiraceae bacterium 2_1_46FAA,-0.34361549183058315,0.18502372637031395
Lachnospiraceae bacterium TF01-11 / Clostridium sp. CAG:122,-0.8106869450003972,0.4365237396155984
Lactobacillus acidophilus,0.2881390426020301,-0.15515179217032388
Lactobacillus agilis,0.4496205409380139,-0.24210336819739206
Lactobacillus amylovorus,-0.33748001312213705,0.1817200070657661
Lactobacillus casei == paracasei,-0.5622373066828442,0.30274316513691607
Lactobacillus crispatus,0.3160281741423622,-0.1701690168458873
Lactobacillus delbrueckii,-0.1943966861908521,0.10467513871815111
Lactobacillus fermentum,-0.2300928482979351,0.12389614908350356
Lactobacillus gallinarum,0.39287163828029853,-0.21154626676631466
Lactobacillus gasseri 1,-0.38887491053743073,0.209394182597078
Lactobacillus gasseri 2,-0.3988298978748919,0.21475456039417268
Lactobacillus johnsonii,-0.2326379058324251,0.1252665646789982
Lactobacillus mucosae,-0.2082347758720451,0.11212641777725516
Lactobacillus oris,-0.09727486563493916,0.052378773803428806
Lactobacillus parabuchneri,-0.32239493464272684,0.17359727249992984
Lactobacillus reuteri,-0.290018948704582,0.15616404930246724
Lactobacillus rogosae,-0.2816022322259865,0.15163197119860822
Lactobacillus ruminis,1.0018500567504902,-0.5394577228656485
Lactobacillus salivarius,-0.46269719138323634,0.24914464151405033
Lactobacillus vaginalis,-0.24624908630308578,0.13259566185550772
Lactococcus lactis subsp. cremoris,-0.5390523092926326,0.2902589357729559
Lactococcus lactis subsp. lactis,0.19294271361225754,-0.10389223040660013
Leuconostoc mesenteroides,-0.4318072177189555,0.23251157877174528
Libanicoccus massiliensis,0.655022154610508,-0.3527042370979658
Massiliomicrobiota sp. An80 & An105 & An134 & An142,-0.6575366220228787,0.35405818108924236
Massiliomicrobiota timonensis,-0.6372692529430012,0.34314498235392354
Mediterranea massiliensis ,-0.40444149740630225,0.2177761909110858
Megamonas funiformis == rupellensis,-0.1968724240939439,0.10600822835827738
Megasphaera elsdenii,0.29824339127094374,-0.16059259529973902
Megasphaera massiliensis,0.2784348099522587,-0.14992643612813925
Megasphaera micronuciformis,-0.11682113327977597,0.06290368715064855
Megasphaera sp. ASD88 & An286,-0.3584237581500111,0.19299740823462133
Megasphaera sp. BL7 & NM10,0.5749911661108668,-0.30961062790585137
Merdimonas faecis,-0.6377006243642415,0.34337725927305296
Methanobrevibacter smithii 1,-0.40665748427933757,0.21896941461195107
Methanobrevibacter smithii 2,0.26024237966667707,-0.14013051212821068
Methanosphaera stadtmanae,0.43400383168367895,-0.23369437090659656
Mitsuokella jalaludinii,0.5079531968512933,-0.2735132598430041
Mitsuokella multacida,0.598564420278992,-0.32230391861176505
Mobilibacterium timonense,0.5065631657234205,-0.2727647815433802
Mollicutes bacterium Phil14,-0.22589206117732025,0.12163418678778785
Morganella morganii,0.03005786167167046,-0.01618500243859203
Mycoplasma sp. CAG:472,0.37497861719858344,-0.20191156310692937
Mycoplasma sp. CAG:611,0.025333576285961397,-0.013641156461671551
Mycoplasma sp. CAG:776,-0.4786006418743079,0.2577080379323196
Mycoplasma sp. CAG:877,0.5921568072123647,-0.31885366542204235
Mycoplasma sp. CAG:956,0.6326426026116299,-0.34065370909857
Negativibacillus massiliensis,-0.6356341853865081,0.34226456136196565
Neglecta timonensis,-0.40659724536635483,0.21893697827419104
Odoribacter laneus,-0.3746540357088154,0.20173678845859283
Odoribacter splanchnicus,-0.8231002825915773,0.44320784447238776
Olsenella sp. An188,-0.3265562009712156,0.17583795436911615
Olsenella sp. KH3B4,0.4533886419173235,-0.24413234564778963
Olsenella sp. Marseille-P2300,-0.5749379820453716,0.30958199033212325
Olsenella sp. Marseille-P2912,-0.4961897071528826,0.2671790730823213
Olsenella sp. Marseille-P3256,-0.3167403849611182,0.17055251497906362
Oribacterium sinus,-0.43631198290701717,0.2349372215653171
Oscillibacter sp. 57_20,0.4976586810718757,-0.26797005903870236
Oscillibacter sp. CAG:155,-0.6476981923370969,0.3487605651045906
Oscillibacter sp. CAG:241,0.3879360434807077,-0.20888863879730446
Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,0.3797700333363338,-0.20449155641187186
Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,-0.8143731300912357,0.4385086085106654
Oxalobacter formigenes 1,-0.7595896748136522,0.4090098248996589
Oxalobacter formigenes 2,-0.37297401262881535,0.20083216064628512
Parabacteroides distasonis,-0.9904803153522935,0.5333355544204659
Parabacteroides goldsteinii,-0.766097754600912,0.41251417555433717
Parabacteroides gordonii,-0.4062638573058746,0.21875746162624024
Parabacteroides johnsonii,-0.7328408991456505,0.3946066380015039
Parabacteroides merdae,-0.8630946063117657,0.46474324955248936
Parabacteroides sp. CAG:409,-0.5650131520771676,0.3042378511184748
Parabacteroides sp. SN4,0.8656800140723029,-0.46613539219277844
Paraprevotella clara,-0.7012350916924379,0.3775881262959281
Paraprevotella xylaniphila,-0.6671792835671077,0.35925038345921173
Parasutterella excrementihominis,-0.8909418259292436,0.47973790626959306
Parvimonas micra,-0.5518330485761306,0.29714087231022424
Parvimonas sp. KA00067,0.49171286839431344,-0.26476846759693784
Peptoniphilus harei,-0.5554020060920662,0.2990626186649588
Peptoniphilus lacrimalis,-0.3702235692013443,0.19935115264687772
Peptoniphilus senegalensis,-0.38552746547237493,0.2075917121774324
Peptostreptococcus anaerobius,-0.23338784472679203,0.1256703779298112
Peptostreptococcus sp. MV1,0.4137173707398065,-0.2227708919368188
Peptostreptococcus stomatis,-0.4865669952720938,0.2619976128388197
Phascolarctobacterium sp. CAG:207,-0.6767838355886584,0.3644220653169701
Phascolarctobacterium sp. CAG:266,-0.6656596508605669,0.35843211969415123
Phascolarctobacterium succinatutens,0.7209097678324586,-0.3881821826790159
Phocea massiliensis,-0.8525366086507734,0.4590581738888784
Plesiomonas shigelloides,0.43558032876395364,-0.23454325394982115
Porphyromonas asaccharolytica,-0.36950319201201504,0.19896325723723887
Porphyromonas endodontalis,0.14332951855386247,-0.07717743306746445
Porphyromonas somerae,-0.2805330882622447,0.15105627829505486
Porphyromonas sp. HMSC065F10,-0.47022388322700015,0.2531974755837692
Prevotella bivia,-0.4043969191760891,0.2177521872486633
Prevotella buccae,-0.3688065492359031,0.1985881418962556
Prevotella copri 1,0.7703721526055409,-0.4148157744799064
Prevotella copri 2,1.193249656200091,-0.6425190456462028
Prevotella corporis,-0.051185640881565804,0.027561498936227776
Prevotella denticola,0.22368861716914215,-0.12044771693723032
Prevotella disiens,0.3221504954034429,-0.17346565137108463
Prevotella intermedia,0.454616842890369,-0.2447936846332756
Prevotella jejuni,-0.18187968205607527,0.09793521341480983
Prevotella melaninogenica,-0.13937686674825875,0.0750490820952163
Prevotella salivae,-0.20255420590701195,0.10906764933454485
Prevotella sp. 109 & CAG:255,-0.6469346352485622,0.34834941897999516
Prevotella sp. 885,1.0993900651003108,-0.5919792658232441
Prevotella sp. CAG:1058,-0.37239407571650274,0.20051988692427075
Prevotella sp. CAG:1092,0.9349815905303354,-0.5034516256701805
Prevotella sp. CAG:1124,-0.5313417778513988,0.28610711115075316
Prevotella sp. CAG:1185,-0.40693355292928357,0.21911806696192196
Prevotella sp. CAG:1320,-0.39141537108992214,0.21076212289457338
Prevotella sp. CAG:386,1.2200726124590169,-0.6569621759394705
Prevotella sp. CAG:485,-0.39571019836393545,0.2130747221959652
Prevotella sp. CAG:520,0.8187478962944992,-0.4408642518508841
Prevotella sp. CAG:604,1.2764164018290518,-0.6873011394464127
Prevotella sp. CAG:617,-0.3718713975703962,0.20023844484559808
Prevotella sp. CAG:732,0.9039407869258964,-0.48673734680625186
Prevotella sp. CAG:755,-0.4673909753355095,0.2516720636421975
Prevotella sp. CAG:891,-0.6712479576652859,0.3614412079736154
Prevotella sp. CAG:924,-0.37893226246267603,0.20404044901836407
Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,-0.7833435688459954,0.4218003832247667
Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.8337902789119863,-0.4489639963372235
Prevotella sp. P4-65 & P4-76 & P5-60 & P5-119 & P5-125 & CAG:592,0.796857491639647,-0.42907711088288697
Prevotella sp. UBA630,0.6362142988625381,-0.34257693015675117
Prevotella sp. UBA641,1.0404715195226897,-0.5602538951276022
Prevotella stercorea,0.9099656268662679,-0.48998149138952896
Prevotella timonensis,0.41298848863237364,-0.22237841695589353
Prevotella veroralis,-0.21046330652939685,0.11332639582352143
Prevotellamassilia timonensis,1.1010206338908601,-0.5928572644027708
Proteobacteria bacterium CAG:495,-0.5406602723576235,0.2911247620387203
Proteus mirabilis,-0.1988465077541339,0.10707119648299511
Proteus mirabilis 2,-0.23875352166096137,0.12855958858667146
Providencia rettgeri 2,0.6126339963991089,-0.3298798442149048
Pseudoflavonifractor capillosus,-0.8897609022035147,0.4791020242634309
Pseudoflavonifractor sp. An184,-0.5127651747750278,0.2761043248788611
Pyramidobacter piscolens,-0.3949991015969615,0.21269182393682542
Raoultella ornithinolytica,-0.2239611216818235,0.12059445013636642
Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,-0.7994074681767164,0.4304501751720779
Rikenella microfusus,-0.36514409810472553,0.1966160528256215
Romboutsia timonensis,0.18300247026302782,-0.09853979168009208
Roseburia faecis,-0.6997112567838899,0.37676759980671054
Roseburia hominis,-0.44424840871054644,0.2392106816133709
Roseburia intestinalis,-1.019985646835328,0.5492230406036379
Roseburia inulinivorans,-0.1950349644700969,0.10501882702236034
Roseburia sp. CAG:100,0.18525131848479917,-0.09975070995335343
Roseburia sp. CAG:182,0.6204973143433282,-0.3341139384925613
Roseburia sp. CAG:197,-0.12559365148401672,0.06762735079908573
Roseburia sp. CAG:303,-0.6340998282260403,0.3414383690447907
Roseburia sp. CAG:309,-0.3066551702230444,0.16512201473548546
Roseburia sp. CAG:380,-0.4553111915992659,0.24516756470729717
Roseburia sp. CAG:45 & sp. 2789STDY5608886,-0.17178395579953534,0.09249905312282686
Roseburia sp. CAG:471,0.4754414803960509,-0.25600695098248916
Ruminococcaceae bacterium D16,-0.684064145803075,0.368342232355502
Ruminococcaceae bacterium D5,-0.5903114764267398,0.31786002576824457
Ruminococcus bicirculans,-0.9189286394307471,0.4948077289242486
Ruminococcus bromii 2,-0.7564502405613123,0.407319360302245
Ruminococcus callidus,0.27191387574496867,-0.1464151638626751
Ruminococcus champanellensis,0.37551577498752947,-0.2022008019163621
Ruminococcus faecis,0.3908439564677044,-0.21045443809799486
Ruminococcus gnavus,-0.5947031127201335,0.32022475300314845
Ruminococcus lactaris,-0.6695961363014794,0.3605517657007961
Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,-0.4122200538321962,0.2219646443711822
Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,-0.23463228001942887,0.12634045847199984
Ruminococcus sp. 37_24 & sp. 2789STDY5834934,-0.5620533475355812,0.30264411021146675
Ruminococcus sp. A254.MGS-254 & CAG:254,-0.239010223596311,0.12869781270570588
Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,-0.6110468578754384,0.32902523116369764
Ruminococcus sp. CAG:177,0.3189055388899474,-0.17171836709458682
Ruminococcus sp. CAG:330,0.20962052988839805,-0.11287259301682959
Ruminococcus sp. CAG:353 & sp. 2789STDY5834938,0.3344357981237727,-0.18008081437433907
Ruminococcus sp. CAG:382,0.7542425364783972,-0.4061305965652909
Ruminococcus sp. CAG:403,-0.4425595091864382,0.23830127417731292
Ruminococcus sp. CAG:488,0.8945356414608323,-0.4816730377096787
Ruminococcus sp. CAG:563,0.5362984730445491,-0.288776100870142
Ruminococcus sp. CAG:579,0.21432948855301137,-0.11540818614392928
Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,-0.19188940789659875,0.10332506579047629
Ruminococcus sp. CAG:624,0.20898991850713483,-0.11253303304230333
Ruminococcus sp. CAG:724,0.7991699001986916,-0.4303222539531418
Ruminococcus sp. JC304,0.32832519384413184,-0.17679048899299385
Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,-0.7972266107823327,0.42927586734433326
Ruminococcus sp. UNK.MGS-30,-0.493076816025876,0.2655029009370099
Ruminococcus torques,-1.0179425245876768,0.5481228978549033
Ruthenibacterium lactatiformans,-0.852480034888997,0.45902771109407525
Sanguibacteroides justesenii == Gabonibacter massiliensis,-0.4353780390234398,0.23443432870492917
Selenomonas artemidis,-0.3418843393791459,0.18409156735800158
Selenomonas bovis,0.548897507066805,-0.2955601961128949
Sellimonas intestinalis == Drancourtella massiliensis,-0.6407532375597346,0.3450209740706262
Senegalimassilia anaerobia,0.6693474158648673,-0.3604178393118519
Slackia exigua,-0.38415464650691517,0.2068525019652619
Slackia piriformis,-0.33627872813249965,0.18107316130211526
Solobacterium moorei,0.344880336711554,-0.18570479669083684
Sphaerochaeta sp. Phil3,0.5240498138172589,-0.282180668978524
Streptococcus anginosus,-0.3399931556744312,0.18307323767084757
Streptococcus australis,-0.3505476118724203,0.1887564063928417
Streptococcus gordonii,-0.19671890239312745,0.10592556282706864
Streptococcus infantarius,0.6878159981983754,-0.3703624605683559
Streptococcus infantis,-0.43040658830817147,0.23175739370440007
Streptococcus lutetiensis,0.26614131057717777,-0.14330685954155722
Streptococcus mitis,-0.4860339502183109,0.2617105885790905
Streptococcus mutans,-0.48903540697786047,0.2633267576034633
Streptococcus oralis,-0.4093972119481463,0.22044465258746326
Streptococcus parasanguinis,-0.56749752353419,0.305575589595333
Streptococcus pasteurianus,0.4023189571653985,-0.21663328462752224
Streptococcus salivarius,-0.4895426893133165,0.2635999096302471
Streptococcus salivarius 2,0.11977042478001554,-0.06449176718923895
Streptococcus sanguinis,-0.23642187796913872,0.12730408813722843
Streptococcus sp. I-P16,-0.2524659365446017,0.13594319660093934
Streptococcus sp. UBA632,0.45629527025758704,-0.24569745321562372
Streptococcus thermophilus,-0.5743761397609811,0.3092794598712973
Streptococcus vestibularis,-0.3887395286671383,0.20932128466692063
Subdoligranulum sp. CAG:314,-0.7070296213259751,0.3807082576370634
Succinatimonas hippei,-0.45519901268409996,0.24510716067605387
Succinatimonas sp. CAG:777,0.8033728759298953,-0.43258539473148205
Sutterella parvirubra,-0.25020027973445197,0.13472322754932026
Sutterella sp. CAG:521,-0.39582826328095183,0.2131382956128203
Sutterella wadsworthensis 1,-0.4650412560546671,0.25040683018328236
Sutterella wadsworthensis 2,0.3950648532620638,-0.2127272286795726
Tissierellia bacterium S7-1-4,-0.47585529102586943,0.2562297720908528
Treponema succinifaciens,0.6825035987085107,-0.367501937766121
Turicibacter sanguinis 1,-0.08701178792127938,0.04685250118838125
Turicibacter sanguinis 2,0.049808570782657983,-0.026819999652200385
Turicimonas muris,0.026677714073731984,-0.014364922962778727
Tyzzerella nexilis,-0.4539148757925447,0.24441570234983187
Veillonella atypica,-0.38357594064903733,0.20654089111871254
Veillonella dispar,-0.34492578884270314,0.1857292709153018
Veillonella magna,0.4233164162435174,-0.22793960874650931
Veillonella parvula,-0.279571390260389,0.15053844090943996
Veillonella seminalis,0.4260577914739005,-0.22941573387056183
Veillonella sp. CAG:933,-0.1802926654140973,0.09708066599220619
Veillonella sp. oral taxon 158,-0.1965668858538312,0.10584370776744742
Veillonella tobetsuensis,0.39021300436570705,-0.21011469465845772
Verrucomicrobia bacterium CAG:312_58_20,-0.26269757875510835,0.14145254240659677
Weissella cibaria,0.5408759237641404,-0.29124088202684484
Weissella confusa,0.7982787971183294,-0.42984242921756183
[Clostridium] hiranonis,-0.36267148166570534,0.19528464397384132
[Staphylococcus] sp. CAG:324,-0.4854806904190468,0.2614126794564099
bacterium LF-3 / Coprobacillus sp. CAG:235,-0.8012311237218003,0.43143214354250764
bacterium OL-1,0.3999096415788986,-0.21533596085017626
butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81,-0.3864833470722035,0.20810641765426335
