gp,index,Austria,China,Denmark,Fiji,Finland,France,India,Italy,Japan,Luxembourg,Madagascar,Mongolia,Peru,Spain,Sweden,"Tanzania, United Republic of",Thailand,United Kingdom,United States of America
msp_0295,Desulfovibrio fairfieldensis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0299,Eubacterium ramulus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0301,Faecalibacterium prausnitzii 1 (A2-165),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0304,Alistipes sp. CAG:514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0305,Roseburia sp. CAG:303,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0306,Firmicutes bacterium CAG:176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0307,Dorea longicatena 1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0308,Clostridium saccharolyticum 2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0310,Barnesiella sp. An22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0312,Firmicutes bacterium CAG:110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0313,Veillonella parvula,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0315,Firmicutes bacterium CAG:145,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0318,Alistipes indistinctus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0321,Clostridium sp. CAG:411,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0324,Faecalibacterium prausnitzii 7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0325,Ruminococcus sp. UNK.MGS-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0327,Bacteroides sp. CAG:545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0328,Brachyspira sp. CAG:484,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0329,Clostridium butyricum,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0330,Firmicutes bacterium CAG:534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0331,Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0333,Lactobacillus ruminis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0334,Erysipelotrichaceae bacterium 5_2_54FAA / Eubacterium sp. 3_1_31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0336,Bacteroides fluxus,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0337,Eubacterium sp. 38_16 & CAG:146,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0338,Fusobacterium mortiferum,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
msp_0340,Clostridium leptum,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0341,Klebsiella michiganensis 2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0342,Flavonifractor sp. 2789STDY5834931,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0343,Clostridium sp. CAG:413,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0344,Anaerotruncus sp. CAG:390,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0346,Clostridium sp. CAG:43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0347,Clostridium paraputrificum,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0349,Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0350,Fournierella massiliensis,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0352,Oscillibacter sp. CAG:241,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0357,Clostridium sp. CAG:169,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0359,Mitsuokella jalaludinii,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0360,Clostridium asparagiforme == lavalense,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0361,Firmicutes bacterium CAG:170,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0362,Clostridium saudiense,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0364,Intestinimonas butyriciproducens,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0367,Ruminococcus champanellensis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0368c,Aeromonas veronii,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0370,Anaeromassilibacillus sp. Marseille-P3371 & Clostridia bacterium UC5.1-1E11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0373,Clostridium sp. 2789STDY5608884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0374,Gemmiger formicilis,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0375,Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0376,Bacteroides pectinophilus,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0377,Bacteroides barnesiae,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0378,Eubacterium sp. CAG:156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0379,Merdimonas faecis,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0380,Streptococcus salivarius,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0381,Alistipes senegalensis,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0383,Dialister succinatiphilus,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0385,Ruminococcaceae bacterium D16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0387,Firmicutes bacterium CAG:882,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0388,Faecalibacterium prausnitzii 3 ( L2-6),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0389,Faecalibacterium prausnitzii 4 (cf. KLE1255),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0390,Bacteroides sp. CAG:1076,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0391,Oscillibacter sp. CAG:155,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
msp_0392,Firmicutes bacterium CAG:238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0395,Brachyspira sp. CAG:700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0396,Adlercreutzia equolifaciens,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0399,Faecalibacterium prausnitzii 5,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
msp_0403,Enterococcus faecium,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0405,Ruminococcus sp. CAG:403,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0408,Lactobacillus mucosae,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0409,Pyramidobacter piscolens,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0412,Bacteroides sp. CAG:144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0414,Duodenibacillus massiliensis,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0416,Bacteroides sp. CAG:709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0419,Bifidobacterium bifidum,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0422,Romboutsia timonensis,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0426,Dialister sp. CAG:486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0427,Eubacterium sp. CAG:786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
msp_0428,Bacteroidales bacterium H5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0429,Alistipes timonensis,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0431,Eubacterium sp. CAG:274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0436,Blautia obeum,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0437c,Actinomyces oris,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0446c,Oribacterium sinus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0447,Firmicutes bacterium CAG:272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0455,Candidatus Gastranaerophilales bacterium HUM_21 / Heliobacterium sp. N15.MGS-306 / Clostridium sp.  UNK.MGS-6 & K4410.MGS-306 & CAG:306,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0457,Faecalibacterium sp. CAG:82,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0458,Catenibacterium mitsuokai,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0463,Clostridium sp. CAG:167,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0467,Firmicutes bacterium CAG:94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0468,Firmicutes bacterium CAG:41 / Clostridium sp. 2789STDY5834935 & sp. 2789STDY5608853,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0469c,Bifidobacterium scardovii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
msp_0473c,Clostridium sp. 2789STDY5834874 & sp. 2789STDY5608885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0474,Dakarella massiliensis,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0475,Prevotella sp. CAG:891,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0476,Prevotella sp. CAG:485,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0477,Firmicutes bacterium CAG:83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0478,Clostridium phoceensis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0481,Ruminococcus sp. CAG:579,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0482,Mitsuokella multacida,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0483,Veillonella sp. CAG:933,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0486,Lactococcus lactis subsp. lactis,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0488,Acidaminococcus massiliensis,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0493,Eubacterium sp. CAG:603 & sp.  2789STDY5608818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0497,Enterococcus faecalis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
msp_0498,Ruminococcus sp. CAG:488,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0499,Clostridium sp. CAG:590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0501,Megasphaera elsdenii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0503,Coraliomargarita sp. CAG:312,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0506,Dorea formicigenerans,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0509,Firmicutes bacterium CAG:114,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0510,Clostridium glycyrrhizinilyticum,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0512,Firmicutes bacterium CAG:321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0517,Bacteroidales bacterium H10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0519,Prevotella sp. CAG:924,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0520c,Bacteroides gallinarum,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
msp_0522,Anaerotruncus colihominis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0527,Clostridium sp. CAG:307,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0529,Eubacterium sp. CAG:581,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0530,Dorea longicatena 2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
msp_0534,Firmicutes bacterium CAG:176_63_11,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0537,Alistipes sp. An31A,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
msp_0538,Phascolarctobacterium succinatutens,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0540,Clostridium sp. CAG:448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0542,Clostridium sp. CAG:230,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0543c,Alistipes sp. CHKCI003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0544c,Escherichia fergusonii,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0545,Pseudoflavonifractor sp. An184,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0546,Clostridium sp. CAG:245,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0551,Eubacterium sp. CAG:192,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0554,Anaerostipes hadrus 2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0555,Subdoligranulum sp. CAG:314,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0562,Enorma massiliensis,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0564,Fusobacterium sp. CAG:439,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0567,Firmicutes bacterium CAG:475,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0568,Prevotella sp. CAG:1124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0569,Anaerotruncus sp. CAG:528,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0570,Bifidobacterium dentium,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0572,Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0573,Eggerthella lenta,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0574c,Fusobacterium necrophorum,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0575,Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0577,Clostridium sp. CAG:1013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0578,Clostridium sp. CAG:269,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0581,Firmicutes bacterium CAG:212 / Clostridium sp. 2789STDY5834871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
msp_0582,Clostridium sp. CAG:632,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0584,Eggerthella sp. CAG:298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0585,Methanobrevibacter smithii 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0586,Clostridium sp. CAG:343,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0594,Phascolarctobacterium sp. CAG:266,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0595,Cryptobacterium sp. CAG:338,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0598,Prevotella sp. CAG:1092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0600c,Weissella cibaria,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0601c,Anaerofustis stercorihominis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0602c,Streptococcus infantis,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0603c,Selenomonas artemidis,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
msp_0604,Dorea sp. CAG:105,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0608,Bacteroidales bacterium H4 & Prevotella sp. CAG:873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0610,Fusobacterium nucleatum subsp. animalis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0611,Bacteroidales bacterium H2 / Prevotella sp. CAG:251,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0616,Prevotella buccae,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0618,Turicimonas muris,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0621,Intestinibacter bartlettii,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0623,Coprobacillus sp. 8_1_38FAA / Clostridium sp. 2789STDY5608874,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0625,Firmicutes bacterium CAG:646,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0626,Citrobacter freundii,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0627,Bifidobacterium breve,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0630,Eubacterium sp. CAG:161,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0633,Klebsiella michiganensis 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0636,Bacteroidales bacterium 55_9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0637,Alistipes sp. Marseille-P2431,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0639,Faecalibacterium prausnitzii 6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
msp_0642,Proteobacteria bacterium CAG:495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
msp_0645,Clostridium sp. CAG:452,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0646,Bacteroides sp. 43_108,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0647,Clostridia bacterium UC5.1-2E3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0648,Holdemanella biformis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
msp_0654,Firmicutes bacterium CAG:103,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0655,Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0656,Succinatimonas sp. CAG:777,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0659,Caecibacter massiliensis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0662,bacterium OL-1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0668,Coprococcus sp. CAG:782,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0671,Turicibacter sanguinis 1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0674,Eubacterium sp. 2789STDY5834909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0675,Sutterella sp. CAG:521,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0677c,Slackia exigua,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0680c,Bacteroidales bacterium H1 & K10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0681,Prevotella sp. CAG:617,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0686,Ruminococcus sp. CAG:382,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0687,Prevotella sp. UBA630,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0691,Lactobacillus amylovorus,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0696,Acidaminococcus fermentans,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0697,Clostridium sp. CAG:221,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0698,Faecalitalea cylindroides,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0700,Megasphaera sp. ASD88 & An286,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0708,Ruminococcus sp. CAG:563,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0709,Firmicutes bacterium CAG:341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0710,Bacteroides sp. CAG:927,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0711c,Rikenella microfusus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0712,Lactobacillus salivarius,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0713,Clostridium citroniae,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0714c,Selenomonas bovis,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0715c,Aggregatibacter segnis,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0720,Clostridium sp. CAG:1024,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0722,Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0726,Prevotella sp. CAG:755,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0733,Roseburia sp. CAG:471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0734,Firmicutes bacterium CAG:555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0736c,Bacteroides sp. An322,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0739c,Prevotella timonensis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0742,Streptococcus parasanguinis,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0744,Acidaminococcus sp. CAG:542,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0748,Firmicutes bacterium CAG:460,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0752,Ruminococcus sp. CAG:624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0754c,Citrobacter werkmanii,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0757,Clostridium sp. 28_12 & CAG:356,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0760,Clostridium sp. 29_15 & CAG:265,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0762,Clostridium sp. CAG:678,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0763,Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0769,Butyricicoccus sp. N15.MGS-46 & N54.MGS-46 & K4410.MGS-46,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0771,Clostridiales bacterium UBA644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0772,Clostridiales bacterium 1_7_47FAA  & VE202-28,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0774,Prevotella sp. CAG:1058,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0777,Firmicutes bacterium CAG:129,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0779,Clostridium sp. CAG:417,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0782,Candidatus Gastranaerophilales bacterium MH_37 & HUM_20 / Melainabacteria sp. 35_41,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0785,Collinsella tanakaei,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0789,Prevotella sp. CAG:1185,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0792,Clostridium perfringens,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0800,Eggerthella sp. 51_9 & CAG:209,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
